sampleID	Subtype_mRNA	ACTG1	ADAT3	AJUBA	ARHGEF7	ATP5F1E	BRAT1	BRCA1	BRK1	CCND1	CDAN1	CDH2	CDK6	CEBPB	CEP192	CFL1	CFLAR	CRKL	CTDNEP1	CTNND1	DBF4	DDX3X	DNAJC9	DNM2	DOCK5	DRAP1	EFR3A	EIF1AX	EIF2B5	EMC3	ENO1	EP300	FAM210A	FAM50A	FDPS	FOSL1	FXN	GAK	GFPT1	GNL1	GPX4	HNF1B	ICE1	ILK	INTS6	IPO5	KANSL2	KIAA0391	KIF18A	KNTC1	KRAS	LRPPRC	MAGOH	MBTPS1	MBTPS2	MED1	MIB1	MRPL15	MRPL20	MSTO1	MYH9	NAPG	NCKAP1	NDE1	NDUFAB1	NSMCE1	PKMYT1	POP7	PRKRA	PSMB5	PSMG1	PSMG2	PTBP1	RAB10	RAB6A	RGP1	RIC1	RNF25	SCAP	SCD	SEPSECS	SMARCA4	SNAP23	SREBF1	STAG2	TAF10	TEAD1	TEN1	TFRC	THAP1	TIPARP	TMEM41B	TOE1	TOMM70	TTF2	TUBA1B	TUBB4B	TXNRD1	VMP1	VPS4A	WARS2	WDR1	WDR48	WDR7	WDR73	WWTR1	XRN1	YTHDF2	ZFP36L1	ZFR	ZFX	ZNF131	ZNF622	ZW10
TCGA-IB-7891-01	Dependency1	-0.169067295438299	-0.78961855591331	0.0633345205014762	-0.790229938843989	0.912772059683108	-0.0399997936220232	1.01560282959527	0.106698423322657	-0.123745405035275	0.449050615207569	-0.654014457119114	-0.122211968125407	-1.12925583395059	-0.867728818937118	-0.584848346666516	-0.810912394931404	-0.893620051804478	0.773973676335082	-0.871815872898082	-0.159242753508232	-0.230796433755688	0.474316223184513	-0.888663305848245	-0.681721524855439	-0.228868567600013	-0.871317809730604	-0.353366221783659	0.25210973813866	-0.660120190121052	-0.912891223310311	0.712309677072114	-1.32660796992007	1.2430881908125	-0.701347507374521	-0.540821232500985	-0.5422081392228	-0.845061278809527	-0.408312203714012	0.681663662910189	-0.266244761006775	-0.471543834138311	0.218095048908763	-0.588642103646964	0.255218150781806	-0.00815340903439212	0.472620589401662	0.994157106628644	-0.0142984246672812	-0.890732067110292	-0.266754389961807	1.20636746606751	-0.654001187395114	-0.666757494564849	-0.388119618258836	-0.396645534875335	0.708763512323999	0.832588496596455	0.669224780998065	0.159432597617199	-0.725512627754057	-1.34421553917744	-0.156733536857308	-1.22602485704963	0.51058598818686	-1.32381808721826	-0.263273480771428	-0.332491725941061	-0.00764677726026953	1.06648896363837	-0.391827654468957	-0.687389094290373	0.452913417549051	-0.30081876148311	-1.16419020782868	-0.663089778031702	-0.519648344407927	-0.447903888866454	-0.464392154254027	0.484779608808698	-0.09017655861025	0.47936397093263	-0.813654144338053	0.854933744713749	0.31291149313473	0.185914164255724	-0.377718422647068	-0.547366675591844	0.205987137286897	0.59487943503465	-0.962813540405114	0.000470858820985146	-0.0980335608722317	0.569538201759976	0.460340958212974	0.194649283967108	0.0885508175237748	0.221223696910381	0.323204496655423	-1.72090930722221	0.41597769473203	-0.949815393031923	0.58154700759899	-0.507675190197592	-0.159603051906998	-0.66885728882757	0.040799270905386	-0.691235806035576	0.321334832773405	0.218947491584359	-0.0524289915495416	0.687333434866894	0.404500943391939	-0.675384840115446
TCGA-S4-A8RM-01	Dependency1	0.0519612093597441	-0.687951525784661	0.153189680529465	-0.164919672596667	0.198928519065433	0.169839735766299	0.921869023938533	-0.325558331148985	-0.772246567009773	1.1898922291038	1.14845230828774	-0.371978229355765	-0.74124912844136	-0.681681600040897	-0.564252246470734	-0.815730105109195	-0.536022130761162	0.458094924540927	-0.563101705243566	0.917546581802037	-0.194740454173854	-0.482309892370152	0.242988931804768	-0.217414993616296	-0.545019191770177	0.303393169249522	0.139697346594048	0.461824860963782	-0.0445399419176435	-0.112286060349419	-0.0262702708424234	-0.489264402288152	0.51580963825015	-0.0494462881065507	-0.459937709181079	-0.896994002698854	0.0977976944559781	-0.345089728179549	-0.35631236319565	0.188303244439152	-0.474096693085884	0.0380724934830642	0.044931687807399	1.59978766920988	-0.165965439456904	0.753941318651764	-0.222204243650781	-0.650415901123924	-0.321774459267844	-0.454885778193831	0.69704401529391	-1.13262100712811	-0.440350399950649	-0.241486343603268	-0.0626530471170987	0.21221542598066	0.980961952649208	0.780801229456534	0.303379893585641	-0.176894067941979	1.1372761999661	-0.303367152799811	-0.106514129169925	-0.0241487493262583	-0.187208282279635	-0.123953903432433	0.0118689858171792	-0.555539764501542	0.692090162412456	0.277609316891571	-0.402921611271283	-0.519854449826504	-0.467266788807167	-0.0246614669931485	-0.113773880862349	-0.461126466242059	-0.218357694927862	0.0380736086587644	-0.279374225868637	0.27586647134084	1.00531811769568	0.0697913019140603	0.497868036153291	0.690125483288409	-0.533814277509759	0.756219230321187	-0.716503281538278	0.253575171292653	0.711266597205648	-0.316215227702243	0.323740796366252	-0.23964209756256	-1.24647846968251	0.577523939556388	0.160894227979745	-0.409167025729237	0.596268679719883	0.535847528411443	-1.07710891326427	0.440727643496361	-1.92272415848151	-0.184121866617445	-0.362911369599126	-0.159861510120169	-0.572333013210688	0.327292643065894	-0.0884387772565613	-0.421263065798716	-0.32721573147591	0.467249631936169	0.394350162638789	0.120612811610828	-0.303040388277723
TCGA-US-A77J-01	Dependency1	-0.310992692104012	-0.727771722162267	-0.300964496668274	-0.0262048736468099	-0.0706165814583587	0.688502538616702	1.67257074138024	0.596386773383808	-1.53572179785318	0.613267933733386	-0.146662240237933	-0.97781489043123	-0.521884966954286	-0.119603270666786	-0.685237115946793	-1.29014700539906	-0.276871831699391	0.991767155278565	-0.419697765430153	-0.313908723831385	-2.56786950260194	1.01464685104782	0.214717654241991	-0.688053474990292	-0.405620701267276	-0.594245524052615	-2.47994372631744	1.02093838235252	-0.23485898263597	-0.0704798592200944	-0.0982253539796568	-0.420309977541356	0.773818634197769	-0.0116605577865786	0.120076080095603	-0.0577822486016262	-1.25104717910357	-0.732581878410156	0.94603079207384	-0.341794183201355	-2.05704364949535	-0.121143355067513	-0.182336235933012	1.0230124721646	-0.0462310246264417	-0.304384057820179	-0.687042551021618	-0.106821995452996	-0.324645794421993	0.831404866624547	0.48983215311717	-0.767519360325184	0.0326148622078761	-0.137745277611656	-0.365945312990984	-0.17380626722894	0.294673565805108	1.05619477275795	-0.187565599342116	-0.840726232041606	0.224234625206622	0.0564981492510216	-0.821048630612424	-0.413335437297355	-0.728961200474283	0.0415605698371016	-1.30358934430201	0.0726897718621947	0.798483550782295	0.124592237482607	-0.296530069947961	0.11511972238339	-0.365456708656097	-0.945923598379424	-2.28387192482373	-1.59455516473756	-0.437152889139087	-0.105261847615615	-0.044658831769542	0.77563617311396	0.729801076088251	-0.513466260603003	0.0327347940449644	1.19215206714909	-0.110598888790079	0.595615036107371	-0.169382219833998	1.26367048263151	1.34241439072003	-0.0106915692747351	0.530589976809392	-0.715408474740877	0.114259830788155	0.576139327410194	-0.621853365103311	0.569258666813011	0.582893583381796	1.16532428407815	0.034779597194871	0.10545454295623	-1.33735491342018	-0.121734829466187	-0.487968935079576	0.591734813545057	-0.962383437948792	1.12711762205249	-0.0291455677443837	0.190924897609625	-0.309185146057127	-1.75545650071876	0.307075356436402	0.435705819350367	-1.510390350223
TCGA-3A-A9IB-01	Dependency1	-0.166722201489192	0.188280021811167	-0.492038113925125	0.365101367468224	-0.236107227930088	-0.475479461759815	0.487489448971299	-0.218980438191217	0.00997297407999332	0.509032809373274	0.0417595682328388	-0.236156836869893	-0.605414684612466	0.309257977566725	0.123003368241005	-0.302847497125212	-0.0439207269946565	0.307611374526869	-0.0667837794830441	-0.0346727152736627	1.16225837441404	0.00599806571345029	0.439525945002964	-0.157393673398117	-0.376141130073656	0.637568363835926	1.3912207399325	-0.317834156667111	0.625835074447069	-0.0627936036611443	-0.193242538261515	0.530438833521201	-1.05099100268235	0.561992557616994	0.301647828027797	-0.204418104232692	0.485493630857005	-0.206229453579382	-0.382644944664413	0.53120330638088	-0.0500639897656975	0.256064928324749	0.6197931917709	-0.0777655597617113	-0.0568051033554511	0.10797485055393	-0.0776430590565405	0.28127763885493	0.799406304508513	-0.242105043432344	0.310589712487899	-0.0071453806955434	0.0551659474907846	0.433406575178589	-0.0730178950797927	0.710584270754495	-0.331592074009874	0.359714536458087	0.884501772257988	0.158650834246863	1.3251738291767	0.374736966544611	-0.679861625103464	0.102944117376852	0.348973344796233	0.491391841321697	0.537654529145786	-0.91005008070575	0.0135667803147557	0.140289117209113	0.27373966680701	0.0234120658260561	-0.253249351435583	-0.0612926747129622	-0.438292125419803	-0.160783786154759	0.370714195167908	0.0727109647977908	0.221878969223538	0.971713539161529	0.0923417266603236	0.561844891097782	0.606633395032653	-0.138118490823234	0.190369662733854	0.600187559916534	0.547561556515819	-0.467351665302366	-0.361514765453873	0.291567852134351	0.0334932578049899	0.991203454477016	0.0140896399771486	0.388323617089568	-0.428561641200004	-0.213585146126159	0.576473714526238	-0.260886949204396	-0.201933477348314	0.360734012886752	0.400904979310219	0.138563242050782	-0.2744818502358	-0.422786019015868	0.494750762319677	0.60487529973359	0.41143605869737	0.391524039287504	0.262260974723991	1.23152556217908	-0.21230079864469	0.153456171695698	0.7806796772267
TCGA-HZ-A77P-01	Dependency1	1.03854825677375	0.153238910825568	-0.785956037438408	0.322330921876167	0.382130912091413	0.593071955696697	0.738215271878235	0.418439076536426	-0.0420056539686772	0.213647315573934	-1.3889352051922	-0.426552057013827	-0.307566416965305	0.930530578888525	-0.390472011499505	0.368728197933307	0.379532689540907	1.06300042778052	0.174598755248239	0.775970628272362	0.106507427493338	0.0959776198738765	-0.232279606163535	0.429184955645429	0.175227918250312	-0.388852148157208	0.164577028112006	0.206742748488909	0.557817077851618	-0.428676984221935	0.169920433630914	0.362959525563592	-0.615091111804307	0.792644528583354	0.0274425283593115	0.595862620219958	-0.551683362096006	0.860784086728656	0.462936039558546	0.333195021883492	0.749732629566835	0.508972553564935	-0.120482777437669	0.0213643766907219	0.569381379428802	-0.11109146803826	-0.264515968449467	0.209978662888792	-0.468387206824836	0.366205546731012	-0.24388094395145	0.421549099909828	0.374454477973351	0.574654013835295	1.08096523001762	0.128241125313581	-0.447128641820073	-0.234413773818214	0.00111758920851174	-0.150061792765271	-0.178605869138475	0.863520410383719	0.412275324434085	-0.306774323262123	0.017508516357988	-0.281341967988283	-0.647120086381908	1.39452498795218	0.823557410001952	0.335700899921007	0.173195987891947	-0.188088269740137	0.294997414404697	-0.441506261260068	-0.640399408283015	-0.251238283908999	-0.625908896556023	-0.0694375556104574	-0.245143577254559	-0.111881767314991	-0.127929907790625	-0.305907691040452	0.730933117052254	-0.978176948852426	0.66346359410864	0.404830581986689	0.0730010374855662	0.494478819029905	0.598716701184006	0.554009937294727	-0.0951616670133736	-0.174557976000858	0.939050378952575	-0.117705628615495	-0.160374812405598	0.00435212387753169	0.179584027608208	-0.223924645219992	0.249577659890852	-0.351464657415797	-0.705272381477718	-0.827877873901732	0.574308107883104	0.652183590876106	-0.0371447313680429	1.4581017454446	-0.082202566680855	0.365042228485765	1.02180219919489	-0.316073819029912	0.218713663958472	0.704427033527806	-0.608770081680363
TCGA-IB-AAUT-01	Dependency1	-0.158809695186182	-1.06646066210904	-0.367567688063188	-1.04398078753203	0.804793851310264	-0.831263755432059	0.299144034060533	-0.874933248552823	-0.346611143170106	0.841171300854819	0.107347251362795	0.186093945669709	-1.40392711833838	-1.30656726415724	-0.375092435515359	-0.901243763758312	-1.08564149142935	0.819090233439642	-0.747712199925349	-0.0766490649838829	0.388047950651545	-0.238303638635368	-0.28131493881294	-0.826919408650078	-0.455843512026357	-0.851530592350079	0.314706980187111	0.401063870883658	-0.409244043396764	-0.75591976799601	0.619034378398826	-1.50579788934388	1.02663417113232	-1.24084392599611	-0.799582199937237	-0.278378561729291	-0.399536085630412	-0.348999991478869	0.166311340665848	-0.164278976108033	-1.18741355751958	0.00333896200861769	-0.717414428983064	0.144641512172923	-0.0843481258791535	0.0741619635874723	-0.152830476811962	0.023547366617173	-0.576049963544457	-0.236783806566552	0.749697057565717	-1.45420322646099	-0.53834657138042	-0.980333168370999	-0.76077936638389	0.879281922121881	0.377882654371802	0.639371004558391	-0.41402228104656	-0.851758419314896	-1.96860375973265	-1.15612616424206	-1.04645926290042	-0.157365054275187	-0.499897053029382	0.382266043984015	-0.788407241738626	-0.0774424067733744	0.912660254120819	-0.447840039596104	-1.13870912153707	-0.219016933250818	-0.799453210620746	-1.26370102438443	-1.41287291091336	-1.05986099259817	-1.29514260223096	-0.689367176516272	-0.313245750717439	0.369638675060493	0.301500138646208	-0.804809517190048	0.193437583763899	0.0073569282309347	0.901505691876854	-0.87365061801246	-0.281983503297033	0.191654996556396	0.958469450037152	-0.595704658513994	-0.407428515786758	-0.889277876428994	0.331650567561455	-0.180184020523505	0.117934173084123	0.390118450663039	1.16496404110259	0.0306784694006022	-0.685451493976259	0.226405674763606	-0.852760558557389	-0.975523021546679	-0.667098369398579	-0.813711116753229	-0.312853224192021	0.5248833810957	-0.0110956361576398	-0.164027195952644	0.00150952024207661	0.589162072933355	0.172580356051723	-0.198242519956829	-0.831496622461085
TCGA-HZ-8638-01	Dependency1	0.502070614873038	-1.20529361524159	-0.109237725102267	0.50982605239007	-0.457463834977002	-0.299953896191096	0.396782759413128	0.518891302778723	-0.331075605965641	0.118968225786414	-0.339145079349262	-1.71847757612931	-0.255028362987198	0.283775490035208	-0.929668704826765	-0.699621338205717	-0.140171834572275	0.452891811968981	0.645842524004731	-0.115835866012647	0.759031293149948	2.00267142603621	-0.609830173694285	-0.368512427751241	-0.438209400473864	-0.767028529108064	1.04827259573434	1.17491443678016	0.583316917128418	0.414493420272317	0.416513472127305	0.0390067725449408	0.588690044268236	0.249753999367775	0.35158985795034	1.73216873051731	-1.33829659581872	-0.370904136152141	0.536584184924479	0.586307956123258	-1.15195011288522	0.32086531303102	-0.220069102456504	-0.286710553423607	-0.292785378671849	0.97623357797967	-0.205021422316139	-0.309240111746175	-1.22488577667721	0.477768428735071	0.0752422826761512	0.600710767314636	-0.0593457023301466	0.124935880358676	0.663609744535862	-0.29311470007538	-0.186415115325728	0.109555310262809	-0.35640023435415	-0.859505068733949	-1.23200492773023	-0.00215547651955301	-0.11228010093731	1.64626728537604	0.678079472781344	-0.872291028238001	0.324070252201845	1.00802169066691	0.747551965341436	0.534809822930147	0.567580792407828	-0.781010205731324	-0.078659221062618	-0.324518314917224	-2.63167603475887	-1.5310453829554	0.680237430419563	0.464037939086421	-0.1471138110352	1.22922726833226	0.456983348293576	-0.961382925024417	0.361259778669416	0.427770573705765	0.923687589458226	0.225887872119906	-0.269987755906532	0.509542479958067	0.758937217079705	0.593752041100505	0.524953713858647	-0.502608561454202	-0.323218487527399	0.891849426235892	0.500150605299841	-1.92529338535928	1.71038636242339	1.24213042756297	1.11535506379758	-0.415891074992837	-1.84884017685871	-0.737649577203309	0.664439096741399	0.957098025460559	-0.359211495501217	0.575529760940555	-0.270603643969617	0.778227136412375	0.134786154103342	0.507113224764742	-0.145658492465085	0.349125902083695	-1.96312085454407
TCGA-FB-A78T-01	Dependency1	0.248849041152282	0.0221670948372723	-0.0723370687319961	0.251057987508035	0.225879737991169	0.0525733170841112	0.143736754566912	-0.308190702146427	-0.370249535150491	0.0369207253666611	0.0317906776277545	0.201448776739707	-0.216787490874382	-0.0746627459246971	0.191313308045701	0.0461681431925498	-0.381561855455452	-0.266484131980378	-0.0329555309861767	0.356112457384774	0.143548458602913	-0.824862535688566	0.233200428162323	0.0803995710211172	0.0462602267452352	0.196399875477511	0.0414887725588348	0.532837629930592	0.404792746590091	-0.304027092742576	0.141392096227881	-0.73712190880015	-0.980229667119097	0.309290618675183	-0.31361588469427	-0.382197138644948	0.119245936285925	0.397352115380207	-0.536464456947283	0.363558464171696	0.154045525703103	-0.217620712423928	-0.265720360895824	0.687812560549507	-0.35382401918617	-0.0785533830412536	-0.636078678752043	0.447933200070253	-0.0104870568096804	0.209901360817597	-0.397005893184682	-0.615713246994428	-0.332862959601219	-0.135217046361421	-0.210487035976896	0.0941154562736051	-0.187942558315186	0.0417613573283873	-0.165627553783874	0.261461910367943	0.493296585841529	0.266154521442734	0.0851743406239445	-1.04344945119308	-0.663470878883745	0.813953481630938	-0.122955001113017	0.291542860421682	0.730976094283545	-0.853100902399448	-0.745932866972744	-0.0625915758443948	0.051788723503807	0.215234715270448	-0.459861802773162	0.0318511215231517	-0.740136964107254	-0.468970228201959	-0.418127341205249	-0.213871167351056	-0.198695845088537	0.328407811431265	0.364092041715004	-0.118315981234708	0.155630118859449	0.154544269058701	-0.142100560976163	0.290125641817226	1.27222359744333	0.423984194286156	0.155551147570999	0.227847529598364	-0.51328561570266	0.170943930016246	0.416835415698769	0.32776389387648	-0.203506149536895	0.199272911322772	0.0108617191059621	-0.0200913157586117	0.670487595247945	-0.58128229566481	-0.107985583597069	-0.343664557131501	0.0543767439163465	0.34688854762018	0.303940747966133	-0.546194302827377	-0.0326896643854581	-0.0676121455890628	0.280173414997846	0.0695861485991172	0.68770781596789
TCGA-2J-AABF-01	Dependency1	1.33190746375682	0.724161966952472	-0.625190728763537	1.04019364523614	-0.113518702763772	2.07641762764517	1.99026784886374	1.13466255280561	0.269424651586586	-0.106236732739307	-1.51473923866282	0.0118179390037321	0.773441314681379	2.28326707967208	-0.193917598394724	0.749769901221142	1.39756028287032	0.653228130625775	0.223955168655556	0.565870027308677	0.361662491207161	-0.139630795760276	-0.0123728946793514	1.23415452444577	0.347429262744419	0.142963568907267	0.224011309236881	0.571972329924932	0.281308055728208	-0.176740334621851	-0.0052919622200351	1.66471506424252	-1.5545592481508	1.32281965207859	0.0868614054478545	0.711734180309444	-0.740790377911147	1.02915346226494	0.360786398835797	0.713546541686147	1.56296841471837	0.809212037133814	0.918612909471795	1.28546034077666	0.381198609590777	-0.51527780874775	-1.590122329678	0.18606247085704	0.327418837733353	0.503036434096089	-0.258750270380463	1.27694864756232	0.737755321644886	0.932417356104537	1.46004784807609	0.137038048067663	-0.276735741681012	-0.915480201235534	0.819256959715998	-0.351136479824392	0.624415739014111	2.14878817807053	0.316217799204776	-0.816553837490295	-0.431926992887369	-0.480841442692041	-0.441750881062455	0.973067603471723	1.42115270220875	0.388792295844979	0.158776431142032	-0.916234215757503	0.307928827675369	0.0791725456684899	0.652631330469432	0.495432905488074	0.708221239565239	0.104808533438314	0.21477915667727	0.0149000501196518	-0.749908417157349	0.211468890522889	0.520817669873831	-0.442577147067922	0.361088725885364	1.49109335807949	-0.508058979652314	0.446096328550132	0.463567117012859	0.37298030980846	1.15272900620683	0.63371502625179	2.01968377757396	-0.386632326449022	-0.604112940490079	0.320132979463256	-1.47016744733525	0.368465646160629	-0.443670787378503	0.124143631557604	0.632384020298281	0.23049926381833	0.00246305685403434	0.918593440022132	0.124552096599635	0.384987704368506	-0.721425940831477	0.4378109367708	1.10842294329802	-0.723210222833305	0.424793255400575	0.901713182175215	0.711871271982112
TCGA-2J-AABH-01	Dependency1	-0.0492659269856514	0.231500178665452	-0.0638620920579543	-0.872404704831255	1.22575427243229	0.0197484963763015	0.955129923333175	-0.024468024588729	0.00397029659220631	0.641704715568205	-0.177087757720479	0.266144151908902	0.441785894478284	-1.08047414432668	0.140818896515075	-0.300359880281384	-0.4714277110211	-0.0639672115303471	-0.609351739263379	1.20978488737098	-0.0430439251135836	-0.665928108857918	0.417528923393054	0.303499741855744	-0.186442710897006	0.394027668964022	-0.185624498127601	-0.0644043747339689	0.369797688301226	-0.156674035085096	0.141365611956593	-1.35110387094214	0.602469281142389	0.773105269957834	-0.0765244879718066	-0.62417769126901	-0.0254839873607648	0.167906185953807	-0.167246995360766	-1.13854863286175	-0.919860782964696	-0.632260442783878	-0.306181604537398	0.943710156507076	0.449739072640418	-1.14960741012352	-0.0950437736739845	0.3710475756154	-0.628020900550439	0.98949050730421	0.165345850528712	-0.628804035266961	0.51739067546278	0.361699978406394	-0.898900604712248	-0.469206465416084	-0.501233404773459	0.224791135153821	-0.204529303989087	-0.223170750528506	-0.677216428144	0.257716385933656	-0.323635365934741	-0.502080857082723	-0.0145070587185684	0.453708423438741	-1.63196215533792	0.611937632755059	1.27194712757925	-0.152342021001473	-0.752795961727477	-0.0259235727131765	0.219968148232432	0.0285744157287883	-1.0566962259066	-0.267945304185713	-1.22693873307809	0.820885214751453	0.7714026233544	-1.28428272753115	-0.126390227828891	0.113986155416113	0.201139125100893	-0.378444398552411	0.303139737775575	-0.399423253863699	0.765797837693355	1.12909904198008	1.24960012283108	-0.29734057563918	-0.551557376725182	-0.102758785584019	0.451627996470429	-0.260688379620974	-1.38686543148383	0.409142237200244	-0.718257403666005	-0.235816007352733	-0.126862935567925	0.314613664774704	-0.165327520735445	-0.0798024415318814	0.0480187302224492	0.722851802751226	-0.775509989513526	0.408042375170994	-0.332074797470466	-0.06520934524321	-0.916596451458586	0.116649727948942	-0.718329728020253	-0.0640745684571615	-0.605738730642142
