sampleID	Subtype_mRNA	ACO2	ACTB	ACTR1A	ADAR	AHCYL1	ANAPC15	ATL2	BRAT1	BRCA2	BRD2	BRK1	CCAR1	CCND1	CDAN1	CENPI	CENPJ	CEP192	COG3	COX6C	CRKL	CRLS1	CTPS1	CYC1	DBF4	DDX27	DDX3X	DIDO1	DNAJC21	DNAJC9	DPY30	DSN1	EAF1	EIF1AX	EXOC1	FAM210A	FAM50A	FASN	FDXR	GAR1	GLRX3	GNB1L	GPI	GTF2F2	HSD17B10	INTS10	INTS6	KIAA0391	LAMTOR1	LRPPRC	MAD2L1	MBTPS1	MCL1	MDM2	MED1	MED14	MED18	MED31	MIPEP	MRPL15	MRPL20	MRPL33	MRPL48	MRPL53	MRPL57	MRPS11	MRPS24	MRPS28	MRPS31	MRPS6	MZT1	NAA20	NAPG	NCAPG2	NDE1	NDUFAB1	NDUFB4	NDUFV2	NOP9	NSMCE1	NUP50	NUP58	NXT1	OR2T33	PCNT	PDCD6	PELO	PFDN1	PFDN4	PFN1	PI4KB	POLR3D	POMP	PPP2CA	PPP2R1A	PRPF39	PSMG1	PTBP1	RHOC	RMND5A	RPL30	RTF2	SATB2	SCAP	SCD	SMARCA4	SOD2	SOX9	SRFBP1	SUGT1	TAF4	TBL1XR1	TP53RK	TRIP13	TRMT6	TTI2	TUBB4B	TWNK	UAP1	UBC	UBE2C	UBE2D3	UBE2L3	UBIAD1	UFL1	UQCRB	USP7	USP9X	VBP1	VHL	VMP1	VPS16	VPS33A	VPS4A	VPS4B	WDR1	WDR73	XRN1	ZC3H13	ZCRB1	ZFX	ZNF236	ZNF335
TCGA-3L-AA1B-01	CIN	1.20935169284147	-0.977961642640773	2.21251830359919	2.22998360576256	-0.961786428381284	0.428449645680291	-1.98951251118856	0.246971224667637	1.13617292857261	0.742168414381947	0.0404519574084761	1.16186914484752	1.10037618657768	-0.312462480101848	0.155038409417727	0.328421289444321	-0.873019435102994	0.18877592458671	-0.554456496359348	0.120777694890963	1.22626736463319	0.122616514334715	-0.819889757741829	-0.592384679806536	2.44951016412448	-2.01715047859562	1.87281819752241	-1.11699640626819	1.46781520813992	0.968599674954668	0.831038368083906	-1.31356571903644	-1.69072125963035	-0.742517364160845	-1.09714199939179	-0.817940799876495	-0.480328307036427	-0.63151853881077	-1.44053497711683	1.15165097819596	-0.370733057287681	1.64827866270925	-0.144575471796482	-0.229198333721273	0.0143991216278839	0.270516986895064	-0.907388632848875	0.265270655610089	-0.609411857598328	-1.65549675162951	1.4912016734348	0.284370026601329	0.515330477196251	-0.183795666371503	0.988686417231684	-0.712978108833912	-1.43949775945903	0.487150987613455	-0.666476702659311	-1.8250312678972	-0.716962177673842	-0.616138529300062	-0.706360389516154	-0.0962474288278744	-2.13142375701306	-1.12495965552393	-0.89661360177308	-0.124625473904344	-1.05779349374244	-0.730392135183174	2.1868731255434	-1.40493745564143	1.09340039101557	-0.972357477643835	0.858767234739653	0.559977050243426	-0.966129734812865	-0.297224079491109	1.07804496124474	-0.548370830221144	0.129694657487845	-0.358150707220993	-0.320612941326983	0.727720431105407	-0.893351077656141	0.226715302834716	-0.743169874449659	-0.195244162689915	-1.13357909353809	-0.476604044204983	-0.601958209315101	0.645049872877075	-1.76244685818817	0.447493640918362	0.455153379215788	1.31026262585396	-1.33199603131883	-1.56218561107945	0.788984798363851	-0.50599002236347	2.10400688377712	-0.846875382909394	-1.14752975591888	-0.653946620187834	1.65128037181476	-0.110582415670564	-0.682849218306135	2.42867153054118	0.58636773582565	2.00415906454394	-1.13721041041543	1.05895972990769	-2.09080059869862	2.29270904269714	-1.7394715882417	-1.22764699426963	-1.16682700392892	-0.213541908643868	-1.21780952383551	-0.528901560016153	1.14697748867724	-1.16913339094423	-0.701274727475063	-0.615687952833052	-1.35245971874451	0.44795959943956	1.38216929253881	-1.12426028205394	1.92513314308821	-1.91488013914457	2.03502727225679	-0.317747405181764	-1.30696224815179	-0.0559605883741292	1.17169374249198	0.384164976067082	2.29607750734749	0.281406545566471	2.06801395468422	-1.76401888086318	-2.05781691858351	1.2358301996412
TCGA-4N-A93T-01	CIN	1.88732730012764	0.483970483951643	1.75179263800956	2.72567980609609	-0.0438578846634878	-1.22768967256373	0.462366442389912	2.48114744042556	-0.812795719278882	-0.915852355518796	1.24891610192121	1.82184610212042	1.4762688755563	-2.9137529700542	-0.549079911479949	-0.736717130225884	-0.96913106780075	0.830667676125372	-2.38181019886265	3.57841816978009	-0.621819217290113	0.965309599759813	-2.54077556759166	0.448637951070734	-0.439793442613437	-0.305205212787931	-0.726592851328963	1.07635055829242	0.358231693588807	-0.0333071879459944	0.312833151790321	0.736635349466286	-0.391110291668097	2.27301979018227	-0.136357945971341	-2.52033767795276	2.34887013906704	2.18093536468645	-0.592936986852754	2.50346004938434	2.05067613955424	0.662622222508643	-0.348094220082715	-2.81674039684064	1.83462022427771	-0.80878833981464	-2.88834941837814	2.11163373481288	-3.01168086441668	0.509607198415027	0.98576752472489	-0.707473426732582	-0.251171319288796	1.77113686841	-0.500536208039243	0.431513621100945	1.2004320042345	-1.18327264673371	-3.01114585439357	-1.48128359331934	-2.37428752425611	-2.20356194403082	-1.95480692630759	-1.33215986676965	-2.29908286011762	-2.17677343395887	-2.49809366835005	-0.632755587955176	-2.90041440357961	-1.46638678470497	0.196089012340803	0.836994249813992	-0.490320288899738	2.38074830388318	-0.456468236584059	-1.847510737796	-2.12193535982599	-0.547904578752215	-0.0827074213261446	-0.724532254074733	-0.804384561435154	-1.63029887864369	0.610285108172617	3.07688725566289	2.35917904275359	-1.45040949683086	-2.99477671955785	-1.94185006548827	-1.79563881775498	2.1529360002861	1.36091171013443	0.972218034019363	0.525222593365501	1.41652508988924	-1.06656457997514	2.08046909410297	0.790133159916672	-1.65561613485134	2.85586632356523	-1.41879927993367	0.540228791417351	-1.59003134647339	-0.00431882311431006	-1.35990026600869	-0.342287676576037	2.81261656519893	-1.89051681938618	0.449263725443621	0.41215208895744	0.09761794123513	0.301074712069989	-0.188104410967155	1.06388940519015	0.297932600549514	1.42431576193664	1.06025002346153	-2.34522516584775	1.11897138771184	0.0854887060431854	-2.21781281164206	-0.435359578795438	0.0137671269872898	-1.52170980095966	1.02703162822368	-2.76599333243512	-0.682363798935171	2.29823391565217	-2.36197200222381	0.284544425319059	2.45745081109221	1.31240292402526	2.32496856040281	0.461442467334825	3.07304419288928	1.4410562693826	0.775197056364828	1.86594214275127	-0.710130227894433	1.49611799882514	-0.992283078137933	0.714023362993563	-0.398377881483212
TCGA-4T-AA8H-01	CIN	2.31669001793855	-0.847921960897191	1.63238281686816	2.30398159150559	0.199109405124082	-0.0557544638109693	-0.178000669972748	1.96548818366858	1.00678657666674	-0.406805697464098	0.996636896361159	2.13753724258364	0.272711283469308	-1.18120071893579	-1.87108718292014	0.99973506733355	-0.287364885377861	1.07723428271362	-1.3798637210601	1.96864855604317	0.944221174499494	-0.236486800999222	-2.12224967332375	-0.0712664693104655	0.68259389319311	-1.45405200445236	0.140811775692391	0.0657875012911451	1.74884266355474	-0.534041319377834	-1.08904044559577	-0.0428197319111617	-1.2671414877889	0.706126063719544	-0.0976931616504136	-1.36785499161701	0.00568277308073384	2.0316411124648	-0.290434643632046	1.78776731473729	1.98877810650551	1.92073179907737	0.677228993436049	-1.33175624931838	1.8434859777454	-1.75729704616726	-0.299100807008168	0.630494037382817	-1.09548417492763	-0.834440415851535	1.32909828437791	-0.118489407029549	-0.962209476811921	0.29727181862691	1.10237135952345	-0.047285030015302	-0.220627846809318	-0.0294966634533136	-1.22390673478146	-2.05901313314045	-1.12305599418096	-0.845008945039421	-1.69688870078737	0.123521154289056	-1.75112015942617	-1.35131915283628	-1.85415294965829	0.732666039157617	-0.694527143359031	-0.384998895443489	0.0258312512350436	-0.631933137047472	0.844712406379565	1.18720127959744	1.17531149611991	0.50684016199586	-0.769895984528657	-0.699824309462823	1.87161175606691	-1.62877091696123	1.23181093823908	-2.44654911223302	-0.80077718909773	2.97016724857765	0.720183592303241	-0.110240796031242	-1.0812621762235	-1.60334386191377	-1.33740295837471	1.31193748418573	0.853942345999943	0.964099219865787	0.0196656672536924	1.27846028374679	-0.393653528565417	0.937494247578638	-1.47356790079194	-0.27042710370786	2.0294763298664	-1.23710861330598	1.14288546824603	-2.01798109131512	1.18002119557412	-1.02607012915551	1.77327562350287	2.3763300844	-0.683662479155498	1.90338996805802	1.63620549825198	-0.100063612721998	-0.690646305505152	0.27396298317469	-0.939052077785836	0.926199037780666	0.331671294995728	-2.47421030029179	-0.208210329617076	-0.727382580310056	-0.79828308627176	-0.775756299726382	0.513057054300706	0.0325938270514812	-0.833583545609448	0.390671265339733	-0.91455546581681	-1.97707561414369	2.74159178242259	-1.99133903500517	2.16979425574441	-0.180817478598351	0.583736237224712	-0.622663210690263	2.12149224776642	1.03854109402758	1.6309356331629	2.24595359824355	2.36690713918531	-0.252313024812665	2.57826543921396	-1.3571988428948	0.0303414421988224	0.112107880344394
TCGA-5M-AAT4-01	CIN	-0.614201369096397	1.73879794258827	0.700072684381231	-1.30381184624308	-2.8520420461232	1.61789915380587	-0.0472618195913944	0.968394082950984	0.14745061356755	-0.207717745328482	0.286415161305542	0.322909337833809	0.681675923102457	0.138336789306143	-1.01614154658866	0.94894979823308	0.53843494667005	0.893136353708528	-1.43036536172613	0.548176603266927	1.64919661966829	1.35274125336825	-1.46184770068054	-0.407166171997725	-0.342702926897546	1.62997356841827	-0.0982124418210358	1.18804903950077	-0.140746893461116	0.871277616521734	-0.760190877487329	-0.899696476921991	1.25285447108094	-0.619987187945285	0.466738326934633	-0.576322831767952	0.0434886231226524	0.0160689200097967	-2.00041469705538	0.941494932621451	-0.516373690823359	0.828444761602021	-0.0979562779808669	-0.533677734349914	-0.642875310469553	0.736503488994277	-0.877562324405558	-0.436150428288887	0.0470093080887948	-0.306638971554971	1.20312071942951	-0.597953478084434	1.41897639032094	0.0716619490955272	0.250680077446284	-1.08529737076331	-0.432241502687862	-0.023600918861621	-0.842392664954131	-0.50033041440206	0.70814834613052	0.266381949346229	0.811770786441466	-0.266911399502093	-0.625372678039173	-0.872170489678396	-0.657223077762474	0.0827700654024834	0.513990269926441	1.06832327345352	0.41559573877812	0.798732725447682	-0.0140045473228078	0.323596439623214	-0.760055137728734	-0.0565395803738189	-0.453960731489538	0.0632121137246119	-0.384522488901357	-1.57319102611542	0.738184030425982	-1.93135361702038	0.416841502379104	0.526965416426649	0.959798296408793	-0.0224339032030991	1.15769681867598	0.444728964332804	1.99035257003856	0.205922244981526	0.0366938814928109	0.288611421332967	-0.0845675651868937	0.689185778939096	0.589621375899618	1.19318265669516	-0.446732406769169	2.20844461257216	-0.0416372422083261	1.32660562011784	-0.383743941979368	0.5971471085617	0.563815098518268	1.1026941181621	-0.162808576457214	-1.06574296334205	0.661073113892755	0.134873873522681	1.3470035250872	-0.110808408719724	-0.522316868425159	-0.0223952031188049	-0.890860217920321	1.24275335499989	0.133299215110471	2.66237825353935	-0.277546943275254	1.0970018771426	0.173811549338553	-0.0339042804055986	0.299546001287508	-1.47998986842625	-0.674028424530667	1.14908797611745	-1.4666148825166	2.15803030239974	-0.257385818570967	0.170998956987608	0.892305803351039	0.496680591658005	1.46098078525134	-0.497116575153691	0.895555134851156	0.316867510158116	0.296891306344146	0.284351604950341	-0.129116824488579	-0.202731253898572	-0.473854823346441	1.52275317275258	0.231193269992858	0.773048584136367
TCGA-5M-AAT5-01	CIN	0.112145954426875	0.487685789411141	0.358151846271458	-0.872772487859486	-1.33587137670775	1.06120218758361	-0.737426585380616	0.819368417585328	1.20532205817502	0.582502776681915	0.78524591747372	1.21380911390678	0.993484702582615	0.182417204685066	-0.208911637019169	0.900063504977015	-0.187651172367093	1.20558266955662	-1.35729510457515	0.707340179843307	2.37224447754427	1.52662842583287	-1.41906169619717	-0.883134908452847	1.15451044472246	0.830508705115141	1.01349966924414	0.787063747484673	0.632894805266765	0.0708887921330805	0.711068232423289	-0.937860313666574	0.462405175792154	0.186963240832291	-0.317791517958962	-0.2709257839561	-0.503905092201216	-0.0532086586573283	-1.01454376607382	1.63108389114453	-0.101570051244241	1.55331622687853	0.346825697885767	-0.044213711324037	-0.289663436329931	-0.177286815656067	-0.942255758098988	-0.35552198446838	-0.179431844918788	-1.0357241889058	0.951591901578838	0.639129546544694	1.06431019589886	-1.61797552680388	1.54157549478237	-1.19964533475941	-0.824580989267928	0.132392285264309	-0.684539458468041	-1.12763842370234	0.919458203098097	-0.0865252022201939	0.349197882714731	0.0987938572231349	-0.632200898245548	-0.643475100752565	-0.868838101823367	0.42913979388398	-0.0936837876715111	1.15004214225624	2.37371138850522	0.809603791908831	0.98216932873832	-0.338937573689724	-0.115646167128463	0.0548775780580214	-1.1618781882406	-1.07217216665183	0.287339780150081	-2.05630728387355	0.737511518810159	-1.59757871480281	-0.519980930973236	1.65398519148573	0.210720828935848	0.264909669648851	0.280169639313102	-0.749734058462595	0.338835055473001	0.204255747918931	-0.0343690651630171	0.943656258522106	-0.594721286783819	0.926601474987942	0.19041384328507	1.19771854680966	-1.2515702715591	1.60209505013414	0.334544381579869	0.805463921378009	1.13766009482173	-0.45677521650528	-0.443345656012873	0.10805545488003	1.55022224223304	0.136600153279264	0.000240374709143431	0.699010010743266	1.90096994203708	0.985933368012347	0.395483858601725	0.665950652508425	-0.742235781331631	2.63918733168444	-0.469793085563401	0.125361879457173	-0.310958225939262	0.954009153342986	-1.07135429697435	-0.241714769962878	0.635284242383031	-1.38080727893611	0.723459998960407	0.0414346502476582	-1.24511021176208	1.477975476991	0.584170397385068	-0.0788003322815164	1.34699453654767	0.729888664672906	2.59469394161258	0.143951753735326	0.673906370184953	0.22768820144706	0.579653170545955	0.13159153430155	0.491436995883104	0.543426384209468	1.09572279098882	0.822509906997021	0.155539296753268	0.983782223025017
TCGA-5M-AATE-01	CIN	0.094403679780709	0.579460352340551	-1.28757683090491	0.265023959448148	-0.0384228684319056	1.19036541785866	0.110855560260396	1.3365952560568	1.14488331867834	0.0362617526936992	0.0896276458250281	0.718545681104161	-0.369648038574503	0.412784437376913	-0.762204921027867	2.29754108363493	-0.435719481263249	2.07306614490911	-0.815618998042976	0.913037235528173	1.00997354058308	0.0709960107002201	-0.812004846514964	-1.14276402765152	1.09280782964356	-2.20811770375097	1.12142626163664	-0.501499663756891	0.412139370437828	-0.661616113189979	0.276142115769134	0.189067174988595	-1.80987644555233	-0.826939004161316	-0.26279015350169	-0.83336380180488	0.486168821483218	0.468861166760559	-1.83287150459422	0.386920586960593	1.03932867887588	1.04199442089546	2.26453232468428	-0.639035174112521	0.838430896227004	-1.0412071009828	-0.15706176039055	-0.695198153756967	0.50190418640958	-1.29171853223219	1.33079057832901	0.65390826221287	-0.108010026737705	-0.49852847272163	1.20459867847391	-0.633499920989706	-0.0613229635491571	1.7033878163748	-0.690658849382438	-1.02465187832141	0.411302114331343	0.224414341049203	0.294467378541887	1.30609410650365	-0.760373900631704	-0.624106690658723	-0.679309555237764	1.88807578986761	0.252935880052147	1.384347713586	-0.821897665915286	-0.196519015198784	1.25894568942553	-0.696669200772735	0.31788310053055	1.4181332128452	-0.734016681361001	0.40528741088262	1.37326417547714	-1.14531053241588	2.23653011492186	-1.46644826691096	-1.07251090028771	1.17241741160484	-0.133149057162411	0.431078094326149	0.718042395575242	-0.0369816020595815	0.300792272621217	-0.133430866538356	1.10897039548263	2.0506808846704	0.288691789927495	1.53966589789585	0.664219028291791	0.718950102472257	-1.45968752188959	0.877840455454505	-0.692442182018369	0.207591041632631	0.906692739177075	-0.197991036976222	1.69942677340086	0.782149140843955	1.21592057262494	0.0289302722478744	0.648417262451991	1.39661786274312	2.57297153206231	0.316499265356422	-0.662124413707338	0.99504466149122	-2.25005932254688	0.547679370858309	0.876276153756488	-0.314463440992954	0.770977796306848	-0.515802837756933	-0.611878135446062	-0.528745054819981	-0.333708000852747	-1.74727899313687	-0.463189598400963	-0.401651876229254	-0.297870162178901	-0.499238221159214	0.837810615250927	-0.190452019187569	0.658627734630996	0.825375688900803	-0.286796077673795	-0.758131770684636	0.689113502567576	-0.571429169349333	-0.188688811241743	0.888758530706228	0.244344832007628	1.91516636734567	0.812266606367506	-1.76661634278465	-0.53839572513187	1.21463207568505
TCGA-A6-2685-01	CIN	-0.0215769310949638	0.826249484232343	-0.123461642941258	-0.0880033257834679	1.23151631596226	-1.09939345847432	1.05641339109044	0.0950783873106193	-1.10791647601283	-0.802163439489318	0.259302599203385	-0.402691518661952	-0.0928601296193505	-0.704743944903839	1.00611267816478	-1.13188402091489	0.521361854925115	0.161574359365136	0.343344263815998	0.625059412792046	-1.32305492859418	0.341066023655462	0.600598246544768	0.599163170987562	-0.963825888893342	-0.390907677961169	-0.769022208454452	0.116916426804974	-1.25155035444002	0.364446103005867	-0.146718799815881	0.779634383593526	-0.511423201226883	0.845019651524729	0.804972510096032	0.322858047574656	0.95413967506391	1.22112593933285	0.351017586703756	-0.211227367085908	0.731868938169764	-1.36464222534652	-0.320224256587406	-0.336755220502224	0.258841770473429	0.692217839959403	-0.708767393650503	1.1413676041328	-0.546402283257314	1.09460952591569	0.0149372299142877	-0.137388756031557	-0.338513675042948	1.13831634871411	-0.542693465905942	0.899239959361002	1.42602021032593	-0.674408502415833	0.0956969282968059	0.696348189755511	-0.153747601745484	-0.864109888597117	0.0579146698571864	-0.620371090947198	0.107132162061271	-0.281747651960517	0.617439580453893	-0.666134084626324	-0.614901659802884	-0.789616330271937	-1.13583566049362	0.347386348604639	-1.24972157236291	1.23365941462186	-1.19923378330296	-0.971176424960652	0.362434571631469	1.20192966503845	-0.72799611209799	1.30582271482195	-0.939594846801787	0.511078395728381	0.923542952786644	-0.12557831361988	1.210033069528	-1.32452608642505	-1.38907772664751	0.232566242928425	-0.15583665998867	0.702897297815407	0.394824240695239	-0.698792071579746	0.614561711720356	-0.0258041790514408	-0.477177018264859	0.075698169675942	1.35285908134438	-1.13080422984819	-0.233650368653695	0.198078362838438	-1.22804143123731	0.374080957623206	0.279380532852855	0.452527744465967	-1.35124794977725	0.0656023911330993	-0.456653869738873	-1.06399082627615	-0.483797315929665	-0.964482748833013	0.18128760197309	-0.712315372734456	1.25065655252015	-1.35463795982949	0.594031801787247	1.1918115811767	-0.0854962861871964	0.451676392790524	1.4686669466055	-0.227983214683732	-0.840261568317551	0.797360063273208	-1.1296333905352	1.03387489685927	0.277629008958326	-0.428505648327495	-0.386361037436976	0.284741828153382	-1.03481323239424	1.43096485583687	-0.616765035078774	1.40427977264641	0.127909128571754	0.701384084887053	-0.132130999555979	-0.293062140621608	-0.351631801506403	-0.312655771121906	-0.911208198367771	-1.15186799090571	1.15310488309818	-1.02876718664068
TCGA-A6-4105-01	CIN	0.0467055609837329	-1.14563857918962	0.118554318295614	-1.3840416811101	-0.317747896520245	-0.508969746623653	-0.0794342338342873	-1.05607221719908	0.417308522128772	0.606902448198937	-0.326573180317708	-0.279477778099496	0.269560318380231	0.631511143746773	0.736517532782834	-0.0773121683450588	-0.508120673469088	-0.446431229570407	-0.496501018398736	-0.692734180156742	0.188115514075568	0.579987011521334	-0.0580095546815451	-0.313201225945698	-0.375648808837129	0.706832207936801	-0.368943866831121	1.50606625824674	0.0790217347359694	-0.31118637818457	-0.771595416279655	-0.245624115537202	0.625960078732527	-0.804654137283448	-0.702688498061224	0.423823117690155	-0.124777622211232	-0.671939096004043	-0.916363455291584	-0.433408236279195	-0.771944945903049	-0.167293277585037	-0.62073323792766	-0.181414823569901	-0.251463580436682	0.927248033679966	-0.446372685293806	-0.0769921089287063	0.390731302647475	-0.5871885410876	-0.376623318516247	-0.971492247676157	0.150356649366236	-0.586071592887226	0.561321494237685	-0.900189269729551	-0.831559223159659	-0.471289785963707	-0.331355638569435	0.0233747182787621	0.25940732869347	0.304994567730296	0.244170869778767	-0.508796169684464	0.153214483421065	0.255484572507034	-0.295620120658704	-0.4839782975661	-0.284479529324228	0.348717035388851	1.12202983705301	-0.67344983269526	-0.444962703880762	-0.87205268942023	-0.859971869902517	-0.165116978892511	-0.368030057050376	-1.31360215625768	-0.823235979142766	-0.157427813155413	-0.0406566046206027	0.830676349575568	-0.450239793591824	-0.452358218593157	-0.736691413392533	-0.570303989560809	0.026192245761634	-1.25937752859582	-0.585217396327625	-0.587221654044742	-0.638351199349816	-0.00414067623587843	-0.0264191614696457	-0.271721249751214	-0.0874024804093609	0.615127735567947	-0.278267151746038	0.754248128662289	-0.812727696834505	-0.218656559347586	-0.610217077595666	-0.385537802788519	-1.14076482299576	-0.00354447964520781	0.113332274194673	-0.5721936805201	0.398073041212949	-1.16425577416227	-0.143175262496585	-0.5777976522792	-0.0430723813502115	-0.943559834607402	-0.96070424647033	1.12639718676397	-0.562039242457822	-0.205984208295466	-0.12315360191869	-0.206951763465519	-1.18301508746929	-0.460750037517898	0.233570465592492	-0.899512492423303	0.227619995700664	0.316340039205011	-0.48062371731699	0.106135875796543	-0.932831258994778	0.362200669711671	-0.356892192673183	-0.257537524896209	0.644850574842003	-0.124389036674857	-0.431728250362642	-0.200653383432164	-1.1639096389474	-0.588112306411298	-0.754473461949766	-0.0625214397341777	-0.518557275099467	0.976395150578038	-0.528953674880823	-0.312118004169672
TCGA-A6-5657-01	CIN	-0.608740032346949	-0.669585968620825	-0.821174243900128	-1.73796225058826	-0.66924616441577	0.531297677435212	-0.681545850417538	-0.362074638318759	0.356572100105133	0.351912150480156	-0.513265189765323	0.480305636493169	0.746761836133431	0.603218580885575	-0.0408936602531916	-0.12905369513056	0.0940644276633542	-0.634318164492491	-0.674425853990667	-0.679815816776601	-0.00775540000324754	0.272403153876543	-0.672138167726234	-0.168952532304023	0.0388059083393798	0.202551064801043	0.602215342283833	0.435754687950602	-0.0337572604613158	-0.388347742727178	0.302411428002048	-0.433718326454663	-0.334180825186684	0.15268079516505	0.405800203178168	-1.0631850032859	-0.475554951427437	-0.00817067548114327	-0.618896409811925	0.141111127587919	-0.618433393925032	0.335561871085933	-0.4562903711732	0.260964144652393	-0.507287790134728	0.232753599220503	0.0383773658576634	-0.366812916170921	0.542389054932451	-0.053531351195646	0.453329687567737	0.699912074528092	-0.146378560017415	-0.54070546436169	0.639202575293173	-0.733452907443039	-0.213379036419041	-0.10600027383028	-0.332883754059275	-0.163916069108951	0.50320259245496	0.232567813100471	0.407663211729749	0.116826924582052	0.562235347549657	-0.0120373744138674	-0.619604041889048	-0.0369091044243241	-0.233012386934789	0.274536830564445	-0.169515476683688	0.174900850494005	0.112390145508174	-0.243230957906379	0.710264183878925	-0.458410087748803	-0.132320907228872	-0.544895491272574	-0.578802982240379	-0.885609580225679	0.213586953995142	0.143586816924017	-0.382171841586326	0.096442382295679	-0.151455601523931	0.670713552784719	0.273432500097752	-0.241236375555532	0.0047003939149414	-0.240507901773353	-0.417669299847601	-0.369713667367442	0.271181892490071	-0.919927068236642	-0.127275183653172	-0.803788750708862	-0.829638491968328	0.792781187052457	-0.290715153599192	0.0586346618258255	0.494273028242821	0.21968585231626	0.537940986561011	0.550641815371447	0.48913819280584	-0.358477860563869	0.00904601114067088	-0.430656305199971	-0.263951520432869	0.55468804690243	-0.0804970282761016	0.374903176534067	-0.747543827866583	0.21590630905982	-0.181483450852499	0.0418494026252299	0.00192519835224873	0.0929985818068604	-0.540824401216107	-0.363695507672157	-0.508191558376613	-0.531040130186695	0.191422014016256	0.0505354920413782	-0.627560307281687	-0.028610081581933	-0.368268928170818	0.203784024855819	-0.169569332651899	0.392733748781307	0.774418024358995	-0.160227917532641	0.0932064282069875	-0.187533698647471	-0.799743586716896	-0.34280298127589	-0.486016872966703	-0.3039304313978	-0.290803923105169	0.347889173094394	-0.00736879936597441	0.614101149785059
TCGA-A6-5660-01	CIN	-0.134253377457229	1.99887597585508	0.430856927434648	-0.0917410842608181	-0.882304820341989	1.50425890690357	-0.21791525863418	0.0658673206125473	-0.275375360854079	0.0693791227443278	-1.12660666406493	0.633214545076925	0.878320378538656	0.472247220180126	-0.0698827466228125	0.999197617009973	-1.47157951013747	1.75035231035583	0.601388626392328	0.369416754196502	-0.461536187577055	1.56169244382612	0.250822692681422	-1.21036803244553	0.664521005245007	2.12305132103217	0.337404335892285	0.412964846907229	-1.72806180182937	-0.0284354814798932	0.648469395500157	-1.97626078617782	2.81659661991195	-0.919841085670836	-1.00695003516077	-0.0379258756369637	-0.0548723510620877	-0.473387257513107	-1.6437976201503	-0.0783426808495915	-1.02022194856893	-0.0362202554864229	1.43370977627986	0.169190908617362	-1.39689313288375	-0.503954781489041	0.338172302183699	-0.322991720538147	1.01775957577609	-1.60992269072225	1.17480394277386	-0.191086647653167	0.886507364433541	-0.129573713514588	-1.36356289496621	-1.17815237849066	-0.424241281562847	1.16568622628798	-0.407715157604795	0.114358117871741	1.66084625766554	0.750684543786098	1.18677109779654	1.63110758976338	0.43480001368324	0.466317780415728	0.484961312313477	1.20375130494531	0.93164136209213	1.70437089224546	-0.532210131628153	-1.33958808373723	-0.697054451448384	0.0673053852846416	1.07197966299118	1.13566621615844	-0.306879620029172	0.231361204571085	0.620137002064191	-0.430153793506621	0.972152174290384	-0.135827916399326	-1.41846461366673	0.55297360805911	-0.554650269241654	0.451307711772613	-0.353219631878833	0.284247630980056	-0.0527127534544705	-0.400505834759887	-0.651322783899942	1.071163514028	-0.529596243359223	1.4470486773632	0.347492674757181	0.54378110258729	0.0746019291867824	-0.0696577241117452	0.039025371680563	-0.275979634809882	0.525071219652224	-0.219372984322512	-0.429163385656242	-0.543978917676822	0.10445622043822	-0.424808599948879	0.388446940957471	0.532434465716084	1.94956087334976	-0.416089888459626	-0.721617829424401	0.601294298717459	-0.672902489677114	-0.291322917870934	-0.313946532969402	0.347007579485374	1.266221156035	-0.444623049611614	-0.0133682407714174	-0.534850471925101	0.713032386864417	-2.21313243540541	-0.410173140713583	0.503559371794711	-0.282582879150731	0.64126129865676	0.431516313660791	1.03086222518003	0.509315583331967	0.542725963600617	-1.43522326702365	-0.534243690932404	-1.26754304865828	0.702120450603332	-0.251089673432123	-1.3417316496723	0.683102670750607	1.4598396356389	0.565241412584791	2.13818087989172	-0.827024073384264	0.491451641519271
