sampleID	Subtype_mRNA	ACO2	ACTR1A	ADRM1	ALYREF	AMBRA1	ANAPC15	ATL2	C16orf72	C19orf25	CAPRIN1	CCDC115	CCNB1	CCND1	CDAN1	CDK4	CDK6	CEP192	CEP350	CHD8	COG3	COP1	CXorf56	DARS2	DDX3X	DHRSX	DNAJA3	DNAJC9	EFR3A	EIF1AX	ELL	EMC1	EMC3	EMC7	ENO1	FAM210A	FAM50A	FDXR	FEN1	FGFR1	FOSL1	FUBP1	GGNBP2	GMPS	HAUS8	HIST1H1E	HSF1	INTS6	JUN	KCTD10	KDSR	LARS2	MAT2A	MBTPS1	MCM10	MDM2	MED25	METTL1	MRPL4	MRPL57	MRPS11	MSTO1	MTPAP	MYH9	NBAS	NDC1	NDUFAB1	NDUFAF1	NDUFV2	NMT1	NXT1	OS9	PABPC1	PCYT1A	PI4KB	PMVK	PPP1CA	PPP2R3C	PRKAR1A	PRPF39	PSMB5	PTAR1	PTK2	PTMA	RAD1	RAD9A	RCL1	RCOR1	RHEB	RIC1	RICTOR	RNF25	RPL30	RPRD1B	RTTN	SCAP	SCD	SEC61B	SEC62	SGCA	SKP2	SLC2A1	SMARCA4	SNAP23	SOD2	SPRTN	SRP9	SRPRB	STAG2	STAMBP	STK11	SUGT1	TAF1B	TAF5L	TBCE	TCOF1	TECR	THAP1	TIPARP	TOE1	TRIM37	TRNAU1AP	TUBD1	UBIAD1	USP7	USP9X	VPS33A	WDR1	WDR83	XRN1	YY1	ZEB1	ZFX	ZNF217
TCGA-3B-A9HL-01	TCGA-C1	-1.16712089295422	1.88615417069106	0.243418396404985	-0.732146106932195	1.61206951094706	2.30111073522689	-0.70211444636351	-1.97634993571504	-0.479794087454649	2.17080464280755	-1.07964593402328	-1.482731689965	-0.21576643653312	-0.718595047363026	-0.584610637911016	1.32056527024156	-0.111148763538767	-2.2823453110729	1.51307694938986	-1.44412913304578	-1.50609859062868	-0.130048619554583	-1.46460575342873	1.39534649589698	-1.27191369246441	1.89175918952311	-1.93011355090041	0.981152245048456	1.67159887972437	-1.22190957734712	-0.386838689947584	-0.775719664262073	-1.91022863197598	0.0154801792624062	0.116758435595074	0.660814372017382	0.949834576498543	0.533261789618288	0.180474457511002	0.266468370121619	0.3187344817086	0.19114103879211	-2.3661676432035	1.43394169082198	1.41637891323654	0.630724320829705	0.584521807054585	1.00069688638699	1.02198375097451	-0.267728205760153	-1.69375328714571	-1.35667017523858	-0.19755594070941	1.25337576554486	-1.93248636188798	0.428450534542123	-0.105060596192312	-2.27043166033529	-2.19554346724937	-0.951471101571591	0.338391892406532	-1.13880024500174	0.281233331463009	-0.656229151259592	1.00761135610719	-0.998322762152043	-0.514381528494435	-0.303614006213354	1.97552132814393	0.564677355409056	-1.17673440257172	-0.77051729251516	-1.54078965895394	-0.521172923690998	-0.583514436307035	0.79925167820409	-1.77464440727352	0.981104890424046	-1.28633785601923	-0.848017964949918	-1.31749008507889	-0.430651780360402	1.29951239513843	0.599742358433272	-2.2779067101603	-0.76356226723885	-1.58765342990686	1.26303607049624	-1.28546048244122	-0.140573086077372	1.06754271358864	-0.31299846107829	1.04296783297359	0.46111293008305	-0.576009627483352	-0.584405517668486	0.964274178845926	-0.670003055858133	-1.68670395112126	-0.0881170704821179	-2.09202310226452	-1.65821598073764	-1.26603955155763	-1.67849830465947	-1.85421278491735	-0.25973421293485	2.19316745415501	-1.53235388948305	-0.903392929850022	-0.206155758690723	1.12753576641109	1.49738544223482	-0.425808657773812	-0.969851564300551	-1.95479035813232	-1.19846857392025	-1.17333428159011	0.989401666553369	-0.737944540467032	-0.397037107868816	-1.40842334644086	1.55129848347515	-1.10176059220627	-1.81843756008248	-1.97685192868702	-1.91865734628215	1.18428511826155	-1.05762619639434	-1.52240700191122	-1.55920373094396	-0.870044617802788	0.21225763972504	-1.88958045892528
TCGA-3B-A9HO-01	TCGA-C1	-0.438963659554235	0.065117680520207	0.331083332023632	-0.128834015758878	0.816608208302836	0.015490179546156	-0.334454989961434	0.412734739403946	0.612155044720791	0.4017791048205	-0.720411260049877	-0.155298605793954	0.42988628039804	-0.223245771918908	0.29195769371507	0.316589703249771	0.00676994170127847	-0.99430244098417	-0.146877321013524	0.117173424464234	-0.566768798965244	-0.643973941415872	-1.04906562456248	0.256615093900101	-0.300870066740608	0.404568323213362	-0.343356095093175	0.262744906930309	0.259484424326769	-0.0604894634024972	-0.838171209919467	-0.952111549203031	-0.848150462103345	-0.59460199466619	0.112366809242977	-0.0388746174400964	-0.0159786863525656	0.490372198447608	1.14904321798398	0.872113041466312	0.339145197355462	0.310048182151716	-0.832694135717357	0.262274505524208	0.488477517430793	0.332598471146301	-0.197186107765443	0.828541487945442	0.442362411641201	0.278602863631892	-1.15992298004654	-1.03648147869177	-1.48980414304963	0.0373809679790858	0.878647805478157	0.0907531918631161	0.223730092559143	-0.999714008659865	-0.958771151040121	-1.2011952381949	0.102104117928991	-0.800525223244148	0.84726963991235	0.0718373397652296	0.649024739621321	-0.804440740875169	-0.303209316586828	0.0599447615934339	-0.281491582722889	-0.475911937359798	-0.306230498556925	0.736240857048662	-0.532454020178456	0.0967012629925797	-0.999905758447881	1.50821236585745	-0.571654957069995	1.22051045429875	-0.796537745158086	0.30611943218738	-0.283716957855282	-0.338727430530919	0.132218029363712	0.494096210798052	-0.926858799704836	-0.191837065963971	-0.0276304805432004	0.964732284311578	-0.827866605043298	0.239067824965399	1.08204074589323	-0.154802618140174	0.281122268602885	-0.0676176096348562	-1.1775656981256	-0.980467999986978	-0.0647841327373655	0.235406325436309	-0.0657260179515944	-0.0763497262076962	-0.179762337134591	-0.563323695205555	-0.251161561152511	0.119898184042626	-0.491411920912042	-0.116329968464262	0.370312398125571	-1.56135709146236	0.309278786556346	0.248246092371841	0.454934064894932	0.319010390389049	-0.213366779176351	-0.529035264161444	-0.851340235884572	-0.237117699296936	-0.716776774631076	0.094146915482041	0.107093488515911	-0.0983731490387977	-1.02323041333637	-0.162818383220053	0.227099935870088	0.381270764940201	-0.499208139359608	-0.0663959412525577	-0.491232641997899	-0.414107960184598	-0.616098604235669	-0.710329578527515	0.0699920142107772	-0.0707592476117547	-1.43882596155338
TCGA-3B-A9HS-01	TCGA-C1	-0.603359474002851	1.2836685065194	0.86227197677572	-0.772233652337848	1.40422810216258	1.87638516105834	-0.35698678283768	-1.1220383903089	-0.0771801426703158	1.79289339617195	-1.02278946166584	-0.973347681431604	0.0647757695290279	-0.591565140923462	0.0771748966357239	0.641709612904377	0.362254960491666	-1.96160100102943	1.27246159570368	-1.01727350085076	-1.34939856526004	0.27463140504587	-1.57344892713516	0.983667542583665	-1.07307010217981	1.31433506560848	-1.19301534077166	0.812211705774404	1.24491979717746	-0.545092450912857	-0.856073532685046	-1.39821521458764	-2.17240685061489	-0.236201592077437	0.572233306521461	-0.0794691368357608	0.187026340939347	0.531916462253279	0.914974032711051	0.398332578565792	0.886050589365648	-0.358130870207676	-1.88738003110607	1.31246211648605	1.02187616543338	0.83125836054393	1.418135879281	1.19044007025101	1.34243501852599	-0.331938410974546	-1.41244386215518	-1.40474692736588	-0.228296870110737	1.73461683249612	-0.510078531156947	0.652200677016753	-0.173104225846467	-1.39972149567735	-1.852798680351	-1.1259771084123	0.418496371534706	-0.636249044429044	-0.210641021249317	-0.827012447362174	0.896158834147657	-0.7968385076986	-0.489766081744791	0.261566230418644	1.53686468122553	1.1342435573226	-0.486860591845256	-0.43927804548478	-1.27592646794217	-0.822269620515818	-0.858692549588531	0.908443090875613	-1.82908478577568	0.564181380379699	-1.34389591613761	-0.300263448354379	-1.12779259610472	-0.155293184153963	0.900465612253279	1.09320971392613	-1.64483625624452	-0.907138704510171	-1.35558257512523	1.55093044236652	-1.59405282510811	-0.243137984871235	1.28681291783943	-0.58045600464528	0.587512616701977	0.7540047473649	-0.590021308349377	-0.88505038435999	1.08191639945223	-0.907739081758688	-1.35129912199898	0.772994267644889	-1.63763491348952	-1.42076165209558	-0.893059180849841	-1.14986235532938	-1.68817468833965	-0.715436610105043	1.64787704991979	-1.08531490509352	-0.967811447407501	-0.784364076298655	0.998899020600683	1.40303488129356	-0.832520173045873	-1.14911366690154	-1.388219390342	-1.13410698740051	-0.593665446820268	0.848567610826845	-0.541019512571347	-0.085749870219091	-1.5055894169588	1.67232139729688	-1.05179829927836	-0.548095245177593	-1.48017948689002	-1.46811671509228	0.884963256009825	-1.0190565757645	-1.53722185293966	-1.16690398560384	-0.83882127868871	-0.178955711693549	-1.62221504467731
TCGA-3B-A9HT-01	TCGA-C1	-0.219772378168973	1.12163413282416	1.07458180560429	0.220969466268973	0.347453155998113	1.1303558419372	0.193945744243618	0.559121885980382	0.365015422793828	0.180730609378055	0.0181474560466281	0.195125959451632	0.833496086620118	0.251025460555149	1.13609067933467	0.0802867883158887	0.93044372301127	-0.756467535207895	-0.502156330587601	0.194679368894719	0.561493630572911	0.27750921076918	-0.85498201261787	-0.308027481325553	0.0676151047098504	0.0840026800345859	-0.513315036822941	0.0365652534681913	-0.302738126274107	-0.0366990419973757	-0.0703606729267856	-0.53279302457889	-0.901204967255273	-0.542271271897338	0.682707444450134	0.409305026100242	0.450642944125122	0.852803390581215	2.01908256226494	0.25270394658108	0.948036926518925	-0.163565401737654	-1.18362906860894	0.529283350186828	0.390853236239756	1.28111189887177	0.75496237980416	1.58282139502077	1.57445328791614	0.283607786344721	-0.609870446180448	-0.877213667342376	-0.254833762360028	0.536217552223463	1.16255496351321	0.403882332453846	0.0784654381543657	-0.339585450507786	-0.860095619525048	-1.19601841368743	0.982850011693326	-0.338408133780374	-0.306332016584067	-0.0586914103243909	0.489621838069102	-0.613850955618883	-0.00572809046633654	0.294042554562213	0.768267078080534	1.08173357583847	0.351554280061541	0.0874029491338567	-0.466379150420534	0.161652385039083	-0.59694243206485	0.874069668821938	-1.39268402951475	0.334079346487166	-0.87734048888116	0.251898719969618	-0.359711502920623	0.726411059395287	-0.158299355411798	1.14103911136853	0.294062858194083	-0.220356953148154	-0.124125668233982	1.10646526465422	-0.122303715940048	0.365498571422814	1.04811980801653	-0.0454528656898873	-0.283929462679261	0.99776506304881	-0.480105080777161	0.016906503654275	0.505476892437953	0.233167846953177	-0.125593633903948	0.52385335336269	-0.861497547347592	-0.112233879617298	-0.709954398206642	0.248715216522026	-0.0306659012344238	0.150938698209649	0.253186749907802	-0.538252034386458	-0.447587568958997	-0.0279605471701344	0.595569893432627	0.338300053685507	-0.359406608735623	-0.352491395427213	-1.07831857990187	-0.449790974188094	0.290137516204101	0.556536197926315	0.364788413381477	0.494687046676678	-0.839221876666444	0.943253299104631	0.109465859501376	1.25137292138324	0.372821510343303	0.338563121927859	0.55045040268221	-0.601992011204271	-0.410958786189186	-0.554840414680889	-0.422697902855872	-1.27258616722617	0.313599569068552
TCGA-3B-A9HX-01	TCGA-C1	1.56938610511787	-1.09332824791413	0.251035355952683	1.15767120435078	-0.715960419117952	-1.23997052538847	0.412004237980782	1.92323381255108	0.648093944867696	-0.636414722018111	0.719928273284211	0.310969416512594	1.64348303631631	0.752116527715447	1.98456573050014	1.34523803815603	-1.03932902461725	1.36750872216357	-1.8857827026888	0.601853642317441	0.909581647273627	-1.74265678012771	1.2541824420808	0.882312506860875	0.891785328676919	-0.65400273755478	1.2636729958064	-0.0787786880381928	1.27753053342075	-0.456156547439723	0.618916020810766	1.03929689727505	1.1193508177905	-0.700523147567305	-1.35696999653325	0.830018641492088	-0.82469864824382	-0.648147375668856	0.16860781176177	0.619668179245674	-1.01855330428293	1.10703535352045	1.15696840897698	-0.377606757764416	0.0118424883128385	-0.672358661024906	-0.80525166465572	-0.417277385857817	-1.44253033706266	0.935784018525607	0.427683862732217	1.6284539142259	-0.10304277753045	0.322991954400648	1.16655120018583	0.015958463722039	0.1493847048598	0.307155491020112	0.0795247753822161	0.672505076165476	-0.225489040745565	0.820979235617095	0.958211904766026	0.568333855747304	-0.466770886046407	-0.00816876630731855	0.101742143608314	-0.909840353433872	-1.05637535174227	-2.22929307380818	0.264374052232925	0.643682638452724	0.631229669359473	1.08027993798506	1.06170667637953	-0.587058959212553	0.998443886728202	0.214340049935343	0.566631286863492	0.415462950836692	0.855176853884752	0.561743217967287	-0.779733870704658	-1.42936506059122	0.800867553830357	1.56234887246576	2.19125070840453	-0.374151462500373	0.347701429831225	0.957075316794529	0.0160216783495841	1.99510139455884	-1.64127956004895	-1.58345461676114	0.749918511465222	1.47208540286022	-0.461554393414198	0.516628853573661	1.31756126862371	-1.95157260230879	1.02234387340369	0.605483478079737	1.75721462322494	0.740088961917994	1.04735167476926	1.50491628625287	-0.75434653542505	0.0187612771601522	2.11624394848873	0.950584420342179	-0.293237111203933	-1.30444653514584	2.16730821086967	0.967162439304526	0.843688614865176	0.406823970336234	-0.56058031731701	0.236241355965357	1.88480795758598	-0.360439196978583	0.988585641721608	-0.728594323492605	1.9993107593354	1.41489786948759	0.30344083515523	1.20213970677126	-1.99446061983496	-1.15959634246805	0.495944567795344	0.34421697506204	0.0373889051233418	2.12187692622279	1.66026071925985
TCGA-3R-A8YX-01	TCGA-C1	-0.478595740274198	0.83761540394205	0.314393420533469	0.423302091382516	0.689574939646968	1.04147957541185	-0.136179033824733	-0.251053112566039	0.112555622581116	0.044555028311911	-0.0216560790709532	-0.0552129264471154	0.103697870465634	-0.0617065968663362	-0.0391490497460501	-0.0671582333537437	0.172948067140044	0.011894890286203	0.204456352797666	-0.146336325519901	-0.0371629917881287	0.0288724385332183	0.262566680439619	-0.0448406642404938	-0.583036976241885	0.492264104345172	0.0764472720253629	0.0222593275466324	-0.166564563223606	0.254609275187529	-0.368370269740312	-0.307033433313257	-0.293857607112102	-0.229559767162719	0.0841247622925442	-0.0587262502809025	0.428396790050793	0.570033146304934	0.698473336690826	0.0771864815360519	0.48780696874688	-0.183620154712173	-0.538587154944768	0.19528613633543	0.343902496102694	0.665593714674059	0.000920088317705469	0.561844888601272	0.826841954943004	-0.144472934479806	0.613180703701177	-0.467885672065266	0.434536094192851	0.196014048192214	-0.137977213018741	-0.0689028735482608	-0.550061410835977	-0.00760970841730783	0.656091581094446	0.0183289784431712	0.455706966693868	0.364373855523268	-0.244944950262833	0.0114299183056062	0.231479026939063	0.314811092438102	-0.149098955182883	0.414951399922574	0.30924746111334	0.48980012237943	0.293381002250126	0.360794300359393	-0.581262753316403	0.15093066619125	-0.425273020735325	0.583758347908807	-0.351525353981137	0.0944814544102586	-0.582457208629381	-0.284098502039502	-0.0917753826924586	-0.382713020235868	-0.0926323440282114	0.378484875129408	0.101323647134406	-0.644025082985226	-0.472196767881617	0.516437996692329	0.302929074082507	0.226708827778987	0.988583160982919	0.0588577109458071	0.0459708581513368	0.534737609676869	-0.0177418679486787	0.00825063369515773	0.268248168700893	-0.133897021104337	-0.0497651884540959	0.695786700120747	0.0553045059451517	-0.275489595810345	-0.321871450282325	-0.0657749188202993	0.0213091988133225	0.167785456509159	0.326865181444542	0.0648934616513545	-0.361459444112537	-0.213076944224814	0.0463018471470334	0.860472580491847	-0.233537194845883	0.161282977056835	-0.214604696305894	-0.0866497378166858	-0.44950442477571	-0.152608438925902	0.169661921719703	0.280951571367836	-0.579814229889292	0.0891084840450708	-0.508952920101843	-0.23053181971976	0.045256242888832	0.427932384516299	0.851288098038345	-0.397416939681221	-0.149148481891238	-0.386557363150038	0.112678880202558	-0.401608596381756	0.0552212599066883
TCGA-DX-A1KU-01	TCGA-C1	-0.527313379652926	-0.307096291467188	-0.330522016514364	0.952182343583433	1.59870860698824	1.59905330726806	-0.199639185428699	-2.35339583733869	-0.616002934462188	0.495122661787701	-0.369156793115004	-0.860766707714939	-2.01656002895606	-0.68515437408437	-1.12294624659151	-0.225397232419769	-0.731788997974853	-1.03482842931563	0.166562559447811	0.206330880517928	-0.489174985187877	0.987717843621536	0.132059576851697	0.109722270235531	-1.19584676277042	1.11942842419626	-1.11004173602923	0.823596495900873	0.862399011518734	-1.43104752891623	0.307892358957169	1.07132754952029	-0.270109060173747	-0.472168069055647	-0.784072958489437	0.275524836770933	1.1063571261809	0.603237305071162	-0.65114014315484	0.0452440077702357	0.184233180900161	0.180560194649966	-0.989131591243727	0.554268432095026	1.14864992961164	-0.264448070481706	-0.26740389032192	-0.200519634268614	0.698449266160071	0.0325291763354004	-0.736485682825099	-0.255411002428491	0.395396217034618	0.244639128273874	-2.3057381436905	-0.0720954330417678	0.165834319354331	-0.596198338045018	0.177099108380405	-0.0673938099077029	1.01202008577011	-0.415265573737523	0.861692351511422	-0.340321256330212	0.23214200082278	-0.102236445508434	-0.381623915096816	-0.141545321285308	0.484142918582173	0.67230117462555	-1.22431810713304	0.669068376641541	0.403539267617888	-0.0722174462415331	0.609779231905258	-0.379425317517269	-0.996334931218053	0.541915520246711	-0.174569079636271	-1.38524028910099	0.35994258497091	-0.615855881063659	0.358504396076208	0.00150943030211302	-1.33335175510369	-0.458598035251494	-1.17582371288474	-0.721894847810632	0.286239245849571	-0.628956295623692	-0.981793383417509	-0.339255314724412	-0.227272304539925	-0.693292444636485	-0.183929399738187	-0.584078955167958	0.253485092552748	-0.797315354989018	-0.741129351627377	0.00302368820955244	-0.915539222514489	-1.04813508986311	-1.37327359811947	-0.818174348961356	-1.14248414570126	0.875766274430636	0.902311250937302	-0.548409268028299	-1.39985856825259	-0.0657189173915205	1.46242922978742	0.885047618983597	0.138856969366937	0.334147929626701	-1.00703898439697	-0.35137470074449	-1.78814116051167	0.468123028500372	-2.01179353169259	-0.0119895113803191	0.00145318772977428	-0.379835349197111	0.101582281047316	-2.28706246808039	-0.809407786702628	-0.723686940619126	0.398004512182785	0.0420458538541156	0.218072438313659	-1.17611588860925	-0.113784699434004	0.377214232766327	-0.437074871317452
TCGA-DX-A1KW-01	TCGA-C1	-0.340599372329999	-1.00384811364164	0.0174021898428461	-0.00381809425002584	1.34874976814226	0.968328176149476	-1.05977277520524	-1.14660983706449	-0.785803083706248	0.930776803595716	-0.722697288596095	0.0368840909038604	0.122740517051313	-0.75993187688015	-1.12680945585342	1.30126952746772	0.728772484792274	-1.41576281993067	-0.0490905181627574	-0.451862807667272	0.127110829110371	-0.0831873796655252	-1.070884669485	0.0499739962041561	-0.758616198103897	1.34642690933605	-1.71243687236379	1.21300888307198	-0.03526132461352	-0.457680678105417	-0.211279001685249	-0.342037863354051	-0.455760052753558	0.676046948856846	0.508542775720394	-0.624717023564298	1.07687331040018	0.587016632930705	0.0991238797931851	1.05321171206644	0.870236429152771	0.26435222805887	-0.686364443751184	0.800315634100324	0.893823228830502	0.840255150820448	1.25174663124043	1.21446966853692	1.98405282477481	-0.146363441913071	-1.21059340155332	-0.740324896565242	0.199526533756977	0.36994473102785	-1.0562828013473	-0.487322226157256	-0.0588076632186333	-0.970048372042691	-0.67549574824862	-1.20120916362676	0.114489941894182	-1.46126127290056	1.46029865821926	-0.429202414568352	-0.248324517818184	-0.912470922841011	-0.230770876207569	0.693194237064948	0.993611171899706	0.802039271377503	-1.39386220139696	0.373972174677773	-0.238651492390661	-0.0695325200160829	-0.667925434802495	0.691450788687899	-1.44847486548779	0.453185902048033	-0.923901406801787	-0.519449062455038	-1.11736479610754	0.487710657679906	1.38066843325634	0.769238354771908	-0.832878728414002	-0.608289422649486	-1.14278049706534	1.51683051465282	0.144438014561684	-0.0744102807050504	-0.0621927038148129	-0.258107989378986	1.35358256855304	0.730603689922249	-0.564095382480504	-0.445383953440515	0.888772205039008	0.184321941774598	-0.607577600517144	0.622609190171678	-0.393303577899637	-0.642204159806448	-0.850818097849271	-0.75250762940729	-0.401139815203058	-0.549417573579958	1.15077818884495	-0.66917626456516	-1.21323055582358	0.219865670752699	1.22607204665912	1.17153237376407	-1.15550946681085	-0.679484296453818	-1.19809950781863	-0.999789111019327	-1.00658191566797	1.23521218743613	0.0600544388922929	-0.686274448804977	-0.653328298294566	0.775342721462065	0.472896393344401	-0.699303711436153	-0.740420431193731	0.14938341771575	0.531411477132807	-0.527070046562447	-1.35357811359095	-1.25646440693931	0.00281841513049929	0.0374050960438879	-0.964963146157542
TCGA-DX-A1KX-01	TCGA-C1	-0.459249756723544	-0.652313838214285	0.61882554989891	-0.753166291185951	1.05423508925277	0.853807989380044	-1.02667742568154	-0.357359412765465	-0.979161700105865	0.874993293248189	-0.696642134602063	-0.146697972581643	0.861143129700178	-0.698480012331181	-0.693110048012323	1.32162433837815	0.77872812765499	-0.652851113719356	-0.0336598175985455	-0.592811324904888	-0.493090631915095	-0.0915772308943155	-1.31563748800613	-0.347633213122513	-0.670765029206103	0.887929445495221	-1.31490883325732	0.986841821117453	-0.571292877337429	-0.131562243915677	-0.560332887544283	-0.530513363164523	-0.659425979461764	0.587084884206236	0.406454974053659	-0.619556334682209	0.056303571661715	-0.342592556183938	0.167434699453543	0.802813582957378	0.926518848409865	-0.0829488230631257	-0.469072286144815	0.964349263303312	0.582817357819991	0.972289980858946	0.627947070558552	1.0387323860082	0.0957859707752382	-0.595275089783931	-0.75976086603865	-0.553341813921156	-0.442018856372652	1.53118015740464	-0.208952675421447	0.375254741770267	-0.339302846979291	-1.22093961736457	-1.06219698584217	-0.623109870368687	0.141937561678629	-0.862740008403125	0.755385724546991	-0.761741654639026	-0.389500045639195	-1.4394499385556	-0.228749798263054	0.97200182551547	1.55021914822085	0.330402815320091	-1.74945669287117	-0.413372128046554	-0.486864492453146	-0.669144479774993	-1.1256227239147	1.11733104825038	-0.838746674279059	-0.0952287036319546	-1.27052789767489	-0.676258256650236	-0.729935174869999	0.283753240026073	1.09681011726272	0.842441026769429	-0.881777049444692	-0.926251119129036	-0.994010325773458	1.46015716797202	-0.122470169160292	-0.745024982644081	-0.243044334310883	0.12131012022256	1.24679423160837	1.07858875490622	-1.27915510532101	-0.234279853768337	0.54843258392128	-0.407301301501261	-0.692413381881244	0.582034528121359	-0.150892935472553	-0.520453639159697	-0.3742355709559	-0.656750712385424	-0.349609870598463	-1.12960677047962	1.30552777230738	0.606731929476045	-0.720150044861954	-0.449016334792191	0.892370946860646	0.812519491017327	-1.40561648310654	-1.18780854221434	-0.685745285344873	-1.0397163008808	-0.567194629800041	0.300126001744803	0.555187212502017	-0.29783331814159	-0.922735783430508	1.42663653241342	0.112966629751373	0.606683855761721	-0.571898328054506	-0.271097509730076	1.04367099829401	-1.09591519809288	-0.846773260728875	-1.20080048657965	-0.551373539805187	-1.17847694048928	-0.921191493837694
TCGA-DX-A1KZ-01	TCGA-C1	0.518278515934823	-1.2983898269686	0.220886288769616	-0.152863047675732	0.229274981425147	0.510102202309564	-0.169978912353526	-0.137536520383832	-0.343292016496774	0.187593678823952	-0.341754048797456	-0.23426791040716	-0.46010970037122	0.542647035505349	-0.0908184091835273	-0.633437777584374	0.196072000673277	-0.240139432966127	0.0541129163277762	0.615636114583351	-0.92830017832455	-0.0332855896451838	-0.632667463206929	-1.27223748927146	0.277328877894357	-0.157909198122405	0.218576903958725	0.498998236299161	-1.56927776517177	-0.085394631955091	-0.189328513727892	-0.361925883220203	-0.423232654666339	-0.244949081380952	-0.109407712052642	-0.424053278739412	-0.476341973021642	-0.329515604346597	0.0191063422238796	0.115137780020178	0.0188792804498154	-0.0750574644384412	0.201502719108033	-0.022889373010523	0.175810338124719	-0.544152013973367	0.487158897339999	0.597412855747324	0.606866939819238	-1.15942607139031	-0.484725363267545	-0.161659566501949	-1.22185318443613	0.29910489098703	0.541086481767718	-0.317168542649591	-0.389348657254018	-0.405763133230585	-0.957514509252913	-1.04745937467725	-0.0880843688781693	-0.646290389770325	0.309208185620948	-0.303308730249021	-0.208255152106776	-0.623618512486411	-0.72220828613962	-0.171355171719981	0.580315296216622	0.599502495376872	0.0599096837635806	-0.447794122910832	0.0475604878978621	-0.156510973792478	-0.669235195433877	0.175184799883529	0.0745241329303735	0.401576790330162	-0.111004883034604	-0.0296856238933985	-0.575558775877519	-0.223721602347401	0.185722352443175	0.455866713107428	-0.383667298375991	-1.73042790259255	-0.596249773589592	0.879627958997273	-0.00571970245691221	0.280771355484551	-0.140153594963008	0.31616943578255	-0.00470148425664399	-0.196074332058691	-1.46877140035219	-1.29647200634176	-0.107671990204119	0.890433184560455	-0.127083911137395	0.0816687959905359	-0.260674374948716	-0.844379975592534	0.768679353022887	0.385875657682915	0.175227014691507	-0.0326567718917402	0.351656589875151	-0.694395493779194	-0.621023725877845	0.0365010840298228	-0.380768397721241	0.525854489479663	-0.11567783265328	-0.120556053754399	0.572502806065038	-0.252239825602529	-0.0434086309617883	0.852162611381663	-0.172470475978146	0.414256573893495	-0.130311172422756	0.321160388374464	0.303052978012938	0.684899600737129	0.0684437795825884	-0.0155280568790465	0.418917792100495	-0.141421255186908	-1.12842310340194	-0.434010725688669	-0.027920981752357	-1.21651553133131	-0.202781531256538
